"ACCREDAGENCY","LOCALE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","HCM2","CONTROL"
"Middle.States.Commission.on.Higher.Education","X13","X19","X13","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X22","X12","X9","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X22","X20","X12","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X23","X20","X10","X9","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X13","X22","X15","X9","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X22","X12","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X31","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X26","X9","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Middle.States.Commission.on.Higher.Education","X12","X16","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Middle.States.Commission.on.Higher.Education","X21","X22","X10","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X13","X22","X14","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X22","X12","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X12","X22","X7","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X21","X12","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X22","X14","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X41","X23","X14","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X13","X18","X12","X15","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X11","X25","X11","X9","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X12","X21","X14","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X11","X16","X14","X15","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X12","X18","X6","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X19","X15","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X11","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X25","X9","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X27","X5","X9","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X17","X6","X15","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X.3","X1","X3","X2","X0","X0","X1","X0","X1","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X.3","X1","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X33","X22","X7","X9","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X15","X14","X17","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X13","X15","X14","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X26","X11","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X20","X5","X9","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X10","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Bureau.of.Health.Education.Schools","X12","X23","X7","X6","X0","X1","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X41","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X8","X1","X3","X0","X1","X0","X0","X0","X0","X0","X0","X0","X1","X1"
"Middle.States.Commission.on.Higher.Education","X31","X3","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X41","X21","X15","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.of.Institutions.of.Jewish.Studies","X21","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Higher.Learning.Commission","X41","X20","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X19","X7","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X11","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X3","X1","X3","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X41","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X7","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Bureau.of.Health.Education.Schools","X21","X23","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X11","X24","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X31","X1","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"New.England.Commission.on.Higher.Education","X42","X23","X13","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X21","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X24","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X22","X2","X1","X5","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X6","X2","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X19","X13","X15","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X23","X8","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X43","X4","X2","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X42","X33","X2","X1","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X26","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X26","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X21","X1","X2","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X17","X5","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X21","X14","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X41","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X13","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Higher.Learning.Commission","X12","X28","X7","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X11","X2","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X21","X3","X1","X4","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Council.on.Occupational.Education","X11","X7","X4","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.for.Bibical.Higher.Educaiton","X13","X24","X7","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X13","X23","X11","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"American.Board.of.Funeral.Service.Education.Committee.on.Accreditation","X11","X12","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Council.on.Occupational.Education","X12","X12","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Council.for.Continuing.Education...Training","X11","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Northwest.Commission.on.Colleges.and.Universities","X43","X33","X6","X6","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"National.Association.of.Schools.of.Arts.and.Design","X11","X30","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X1","X2","X5","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X23","X1","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X8","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Council.for.Independent.Colleges.and.Schools","X13","X23","X7","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X13","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X18","X7","X15","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X13","X2","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X20","X5","X6","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X30","X15","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Council.for.Continuing.Education...Training","X11","X8","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X33","X8","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"New.England.Commission.on.Higher.Education","X21","X31","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"American.Board.of.Funeral.Service.Education.Committee.on.Accreditation","X21","X12","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Council.for.Independent.Colleges.and.Schools","X12","X23","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X11","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X23","X10","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X12","X9","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X21","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X11","X6","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X13","X7","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Bureau.of.Health.Education.Schools","X13","X26","X9","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Bureau.of.Health.Education.Schools","X13","X26","X10","X6","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X.3","X1","X3","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X11","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X12","X23","X10","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X12","X30","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X13","X7","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X22","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X32","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Council.for.Continuing.Education...Training","X12","X10","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Council.on.Occupational.Education","X11","X13","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X42","X33","X2","X1","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X31","X33","X1","X2","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"Northwest.Commission.on.Colleges.and.Universities","X41","X33","X6","X6","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Bureau.of.Health.Education.Schools","X12","X23","X7","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X11","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X12","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X12","X10","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X22","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Council.on.Occupational.Education","X21","X10","X3","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X33","X4","X2","X2","X0","X0","X0","X0","X1","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X22","X22","X15","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X12","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X22","X2","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X22","X3","X2","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X11","X29","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X21","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X13","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X19","X12","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.of.Institutions.of.Jewish.Studies","X11","X13","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X13","X12","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Bureau.of.Health.Education.Schools","X11","X7","X2","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.for.Bibical.Higher.Educaiton","X11","X24","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Bureau.of.Health.Education.Schools","X11","X26","X10","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X30","X13","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X42","X4","X1","X2","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X12","X1","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X27","X12","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X21","X14","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.for.Bibical.Higher.Educaiton","X11","X24","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X21","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X33","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X41","X3","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X9","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Council.for.Independent.Colleges.and.Schools","X13","X29","X10","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X41","X3","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X11","X4","X4","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X10","X6","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X41","X1","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X13","X25","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X23","X7","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X11","X32","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X14","X5","X15","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X22","X19","X13","X14","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Council.on.Occupational.Education","X21","X10","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X17","X5","X15","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X42","X33","X5","X6","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X42","X33","X3","X1","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"Council.on.Occupational.Education","X21","X11","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Council.on.Occupational.Education","X21","X9","X3","X1","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Accrediting.Council.for.Continuing.Education...Training","X13","X7","X4","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Middle.States.Commission.on.Higher.Education","X23","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X11","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X26","X7","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Bureau.of.Health.Education.Schools","X21","X7","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X13","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Transnational.Association.of.Christian.Colleges.and.Schools","X21","X24","X13","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"New.York.State.Board.of.Regents.and.the.Commissioner.of.Education","X21","X26","X5","X6","X0","X0","X0","X0","X1","X0","X0","X0","X0","X0","X2"
"Council.on.Occupational.Education","X21","X10","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Council.on.Occupational.Education","X33","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Council.on.Occupational.Education","X12","X11","X2","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Council.on.Occupational.Education","X21","X11","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X12","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X12","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X21","X24","X15","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Council.on.Occupational.Education","X11","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X3","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X8","X1","X2","X0","X1","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"New.England.Commission.on.Higher.Education","X42","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X41","X5","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Northwest.Commission.on.Colleges.and.Universities","X33","X3","X2","X1","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Transnational.Association.of.Christian.Colleges.and.Schools","X11","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Northwest.Commission.on.Colleges.and.Universities","X41","X3","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Bureau.of.Health.Education.Schools","X21","X10","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Council.for.Independent.Colleges.and.Schools","X11","X22","X10","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"National.Association.of.Schools.of.Theatre","X11","X12","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X26","X10","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X12","X26","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X12","X10","X2","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X10","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X10","X2","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Northwest.Commission.on.Colleges.and.Universities","X33","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"New.England.Commission.on.Higher.Education","X11","X13","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X30","X13","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
