"ACCREDAGENCY","LOCALE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","HCM2","CONTROL"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X42","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X5","X2","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X43","X3","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X16","X14","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X1","X1","X5","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X21","X14","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X4","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X2","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X5","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X31","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X17","X10","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.for.Bibical.Higher.Educaiton","X12","X24","X10","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X19","X11","X14","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X18","X13","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X13","X14","X7","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X33","X22","X7","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X43","X33","X7","X6","X0","X0","X0","X1","X0","X0","X0","X0","X0","X1","X1"
"Higher.Learning.Commission","X33","X22","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X33","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X42","X33","X2","X1","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X41","X17","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X43","X22","X9","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X33","X19","X9","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X13","X16","X13","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X8","X2","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X43","X3","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X12","X16","X13","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X33","X2","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X43","X33","X11","X6","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"Association.for.Bibical.Higher.Educaiton","X43","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X43","X33","X10","X6","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X23","X33","X11","X8","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X33","X22","X9","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X8","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X12","X16","X12","X15","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Association.for.Bibical.Higher.Educaiton","X41","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X9","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"National.Association.of.Schools.of.Arts.and.Design","X11","X30","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X31","X18","X12","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X13","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X18","X13","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X41","X8","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X22","X10","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X31","X16","X12","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X21","X19","X15","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X15","X14","X17","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X31","X20","X14","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X23","X9","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X41","X22","X10","X11","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X42","X3","X2","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X32","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X15","X14","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X11","X8","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X19","X7","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X13","X5","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X11","X30","X12","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"National.Association.of.Schools.of.Music","X11","X30","X14","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X16","X9","X15","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X7","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X11","X30","X13","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X6","X1","X5","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X11","X5","X1","X5","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X11","X7","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X12","X16","X14","X17","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X32","X22","X11","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X23","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X41","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X17","X12","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X29","X5","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X24","X7","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X32","X22","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X31","X22","X11","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X32","X5","X3","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X12","X12","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X13","X6","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X21","X19","X14","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Bureau.of.Health.Education.Schools","X21","X26","X9","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X21","X16","X13","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X19","X11","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X3","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X23","X9","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Council.on.Occupational.Education","X22","X7","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X13","X2","X1","X4","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X21","X20","X7","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X13","X19","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X31","X22","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X32","X9","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X11","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X21","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X31","X16","X14","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X11","X26","X9","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X31","X22","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X32","X19","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X18","X12","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X32","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X20","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X41","X9","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X42","X9","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X21","X20","X11","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X25","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X23","X23","X11","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X31","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X11","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X11","X18","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X31","X22","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X15","X15","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X16","X9","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Bureau.of.Health.Education.Schools","X31","X10","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X21","X21","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X19","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X9","X1","X4","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X41","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Accrediting.Bureau.of.Health.Education.Schools","X21","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X21","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X7","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X42","X23","X7","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X12","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X31","X20","X13","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X12","X5","X1","X5","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X21","X8","X1","X4","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X8","X2","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X13","X19","X15","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X32","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X41","X9","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X18","X13","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X16","X13","X15","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Association.for.Bibical.Higher.Educaiton","X22","X24","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X11","X17","X5","X6","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X21","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X19","X9","X7","X0","X0","X0","X0","X0","X0","X0","X0","X1","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X14","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X21","X19","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X41","X9","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X41","X22","X10","X8","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X32","X22","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X32","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X13","X21","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X32","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X16","X13","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X11","X18","X14","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X13","X18","X12","X15","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X22","X11","X8","X0","X0","X1","X0","X0","X0","X1","X0","X0","X1","X2"
"Higher.Learning.Commission","X32","X19","X7","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X21","X18","X11","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X13","X19","X7","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X1","X2","X2","X0","X0","X1","X0","X0","X0","X1","X0","X0","X0","X1"
"Higher.Learning.Commission","X21","X18","X9","X15","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X43","X1","X2","X2","X0","X0","X1","X0","X0","X0","X1","X0","X0","X0","X1"
"Higher.Learning.Commission","X33","X18","X11","X13","X0","X0","X0","X0","X0","X0","X1","X0","X0","X0","X1"
"Higher.Learning.Commission","X33","X1","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X3","X1","X2","X0","X0","X0","X0","X0","X0","X1","X0","X0","X0","X1"
"Transnational.Association.of.Christian.Colleges.and.Schools","X21","X21","X11","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X42","X20","X10","X11","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X42","X1","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X28","X10","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X33","X18","X9","X12","X0","X0","X0","X0","X0","X0","X1","X0","X0","X0","X1"
"Higher.Learning.Commission","X33","X6","X2","X3","X0","X0","X0","X0","X0","X0","X1","X0","X0","X0","X1"
"Higher.Learning.Commission","X32","X4","X3","X2","X0","X0","X0","X0","X0","X0","X1","X0","X0","X0","X1"
