"CITY","STABBR","ACCREDAGENCY","SCH_DEG","HCM2","MAIN","NUMBRANCH","CONTROL","REGION","LOCALE","LATITUDE","LONGITUDE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","ADM_RATE","ACTCM25","ACTWR25","ACTWR75"
"Little Rock","AR","Accrediting Bureau of Health Education Schools","2",0,1,1,2,5,"12","34.713115","-92.40692","10","4","2","0","0","0","0","0","0","0","0","0","54","0.6875","19","NULL","NULL"
"Pocahontas","AR","Higher Learning Commission","1",0,1,1,1,5,"41","36.239793","-90.951033","4","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Conway","AR","Higher Learning Commission","3",0,1,1,1,5,"13","35.077945","-92.457672","17","13","13","0","0","0","0","0","0","0","0","0","NULL","0.8995","21","NULL","NULL"
"Conway","AR","Higher Learning Commission","3",0,1,1,2,5,"13","35.083838","-92.445021","22","11","7","0","0","0","0","0","0","0","0","0","54","0.6755","18","NULL","NULL"
"De Queen","AR","Higher Learning Commission","1",0,1,1,1,5,"41","34.043389","-94.3673","6","1","2","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Paragould","AR","Higher Learning Commission","3",0,1,1,2,5,"41","36.064845","-90.584395","22","10","8","0","0","0","0","0","0","0","0","0","74","NULL","NULL","NULL","NULL"
"Forrest City","AR","Council on Occupational Education","NULL",0,1,1,1,5,"32","35.039816","-90.767321","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Forrest City","AR","Higher Learning Commission","1",0,1,1,1,5,"32","35.041655","-90.767726","3","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Little Rock","AR","Accrediting Bureau of Health Education Schools","1",0,1,2,3,5,"12","34.75128","-92.341891","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"North Little Rock","AR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"13","34.789913","-92.222202","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Hot Springs","AR","Higher Learning Commission","2",0,1,1,1,5,"23","34.512687","-93.119248","7","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Batesville","AR","Higher Learning Commission","1",0,1,1,1,5,"33","35.792923","-91.615852","7","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Searcy","AR","Higher Learning Commission","3",0,1,2,2,5,"32","35.247337","-91.726041","17","14","14","0","0","0","0","0","0","0","0","0","74","0.7212","22","NULL","NULL"
"Arkadelphia","AR","Higher Learning Commission","3",0,1,1,1,5,"32","34.128155","-93.059703","19","13","11","0","0","0","0","0","0","0","0","0","NULL","0.7968","19","NULL","NULL"
"Conway","AR","Higher Learning Commission","3",0,1,1,2,5,"13","35.101565","-92.443256","21","14","11","0","0","0","0","0","0","0","0","0","71","0.798","24","NULL","NULL"
"Hot Springs","AR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"13","34.496057","-93.037277","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Pine Bluff","AR","Accrediting Bureau of Health Education Schools","1",0,1,1,2,5,"13","34.187831","-92.018045","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Siloam Springs","AR","Higher Learning Commission","3",0,1,1,2,5,"32","36.189812","-94.560283","19","15","11","0","0","0","0","0","0","0","0","0","NULL","0.7579","24","6","8"
"Springdale","AR","National Accrediting Commission of Career Arts and Sciences","1",0,1,5,3,5,"13","36.167605","-94.12947","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Fort Smith","AR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"13","35.38097","-94.41616","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"West Memphis","AR","Higher Learning Commission","1",0,1,1,1,5,"21","35.145736","-90.22285","3","1","2","0","1","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Blytheville","AR","Higher Learning Commission","1",0,1,1,1,5,"41","35.898597","-89.921005","9","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"North Little Rock","AR","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,5,"13","34.760085","-92.254171","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Harrison","AR","Higher Learning Commission","1",0,1,1,1,5,"33","36.219909","-93.08844","4","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Springdale","AR","Council on Occupational Education","1",0,1,1,1,5,"13","36.178032","-94.115346","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Arkadelphia","AR","Higher Learning Commission","3",0,1,1,2,5,"32","34.126093","-93.052471","22","12","11","0","0","0","0","0","0","0","0","0","75","0.7094","21","NULL","NULL"
"Malvern","AR","Higher Learning Commission","1",0,1,1,1,5,"31","34.378745","-92.821416","9","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Melbourne","AR","Higher Learning Commission","1",0,1,1,1,5,"43","36.053031","-91.896355","8","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Clarksville","AR","Higher Learning Commission","3",0,1,1,2,5,"33","35.476278","-93.467221","22","10","8","0","0","0","0","0","0","0","0","0","66","0.8915","18","NULL","NULL"
"Morrilton","AR","Higher Learning Commission","1",0,1,1,1,5,"32","35.172136","-92.728507","4","2","2","0","0","0","0","0","0","0","0","0","NULL","0.7506","NULL","NULL","NULL"
"Little Rock","AR","Higher Learning Commission","3",0,1,1,2,5,"12","34.737131","-92.283015","22","10","8","1","0","0","0","0","0","0","0","0","71","NULL","NULL","NULL","NULL"
"Helena","AR","Higher Learning Commission","1",0,1,1,1,5,"41","34.546155","-90.616884","6","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Pine Bluff","AR","Higher Learning Commission","1",0,1,1,1,5,"13","34.210309","-92.025936","1","2","2","0","1","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"El Dorado","AR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"33","33.216032","-92.664101","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"North Little Rock","AR","Higher Learning Commission","1",0,1,1,1,5,"13","34.782783","-92.299184","1","2","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Hope","AR","Higher Learning Commission","1",0,1,2,1,5,"32","33.641665","-93.596762","4","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Mena","AR","Higher Learning Commission","1",0,1,1,1,5,"33","34.591449","-94.219799","6","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Fayetteville","AR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"13","36.126373","-94.153892","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Searcy","AR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"32","35.239148","-91.735135","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"N Little Rock","AR","Transnational Association of Christian Colleges and Schools","2",0,1,1,2,5,"13","34.75933","-92.261331","2","3","1","1","0","0","0","0","0","0","0","0","51","NULL","NULL","NULL","NULL"
"Walnut Ridge","AR","Higher Learning Commission","3",0,1,1,2,5,"42","36.125676","-90.940277","21","13","8","0","0","0","0","0","0","0","0","0","75","0.6241","18","NULL","NULL"
"El Dorado","AR","Higher Learning Commission","1",0,1,1,1,5,"33","33.209446","-92.666087","5","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Magnolia","AR","Higher Learning Commission","3",0,1,1,1,5,"33","33.291618","-93.235922","18","12","14","0","0","0","0","0","0","0","0","0","NULL","0.6945","19","NULL","NULL"
"Camden","AR","Higher Learning Commission","1",0,1,1,1,5,"42","33.628367","-92.721629","9","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Little Rock","AR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"12","34.735685","-92.289597","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Fort Smith","AR","Higher Learning Commission","3",0,1,1,1,5,"13","35.384184","-94.373729","22","11","12","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"San Francisco","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,3,8,"11","37.787943","-122.400578","18","5","12","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Oakland","CA","Accrediting Commission for Acupuncture and Oriental Medicine","3",0,1,1,2,8,"11","37.805972","-122.269839","26","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Huntington Beach","CA","Accrediting Council for Continuing Education & Training","1",0,1,1,3,8,"21","33.729535","-117.987762","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Alameda","CA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"21","37.764203","-122.243566","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Alameda","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","1",0,1,1,1,8,"21","37.781017","-122.279303","2","1","3","0","0","0","0","1","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Santa Maria","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2",0,1,1,1,8,"12","34.943716","-120.421144","2","1","4","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Los Angeles","CA","Middle States Commission on Higher Education","2",0,0,2,2,8,"11","34.095378","-118.343701","12","4","1","0","0","0","0","0","0","0","0","0","NULL","0.7859","NULL","NULL","NULL"
"Berkeley","CA","Commission on Accrediting of the Association of Theological Schools","3",0,1,1,2,8,"12","37.865252","-122.256149","24","0","18","0","0","0","0","0","0","0","0","0","52","NULL","NULL","NULL","NULL"
"Los Angeles","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,2,8,"11","34.10767","-118.310018","30","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"West Covina","CA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"21","34.069367","-117.936959","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Los Angeles","CA","Accrediting Bureau of Health Education Schools","1",0,1,3,3,8,"11","34.079323","-118.292481","10","4","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"San Francisco","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","1",0,1,1,2,8,"11","37.787343","-122.40475","30","0","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Sacramento","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","1",0,1,1,1,8,"21","38.65085","-121.349672","4","1","5","0","0","0","0","1","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lancaster","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2",0,1,1,1,8,"21","34.676207","-118.186166","14","5","12","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Pasadena","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,2,8,"12","34.169031","-118.185102","30","13","9","0","0","0","0","0","0","0","0","0","NULL","0.7036","NULL","NULL","NULL"
"Los Angeles","CA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,8,"11","34.056102","-118.272364","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"San Diego","CA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,8,"11","32.715375","-117.157988","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Azusa","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,2,2,8,"21","34.130047","-117.888375","16","13","14","0","0","0","0","1","1","0","0","0","88","0.6012","21","NULL","NULL"
"Bakersfield","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2",0,1,1,1,8,"11","35.40911","-118.973753","14","5","15","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Barstow","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2",0,1,1,1,8,"32","34.870285","-117.023412","7","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Chula Vista","CA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"21","32.614773","-117.083738","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Anaheim","CA","Transnational Association of Christian Colleges and Schools","3",0,1,1,2,8,"11","33.842295","-117.941323","24","10","6","0","0","0","0","1","0","0","0","0","99","NULL","NULL","NULL","NULL"
"La Mirada","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,2,8,"21","33.906203","-118.014374","17","13","14","0","0","0","0","0","0","0","0","0","88","0.7198","21","NULL","NULL"
"Anaheim","CA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,8,"11","33.819032","-117.905774","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tempe","AZ","Accrediting Commission of Career Schools and Colleges","2",0,1,1,3,6,"12","33.437779","-111.944197","26","11","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Oroville","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2",0,1,1,1,8,"42","39.649782","-121.644831","7","2","4","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Chatsworth","CA","NULL","3",0,1,1,2,8,"11","34.242","-118.567688","26","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"San Francisco","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,2,8,"11","37.774924","-122.416102","17","11","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Aptos","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2",0,1,1,1,8,"22","36.989448","-121.924797","1","1","4","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Riverside","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,2,8,"11","33.929321","-117.425619","18","13","13","0","0","0","0","0","1","0","0","0","75","0.7708","19","NULL","NULL"
"San Francisco","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,2,8,"11","37.767485","-122.399451","30","13","10","0","0","0","0","0","0","0","0","0","NULL","0.6369","NULL","NULL","NULL"
"San Francisco","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,1,8,"11","37.781137","-122.4157","31","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Pasadena","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,2,8,"12","34.137349","-118.125878","15","14","11","0","0","0","0","0","0","0","0","0","NULL","0.0774","34","8","10"
"Thousand Oaks","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,2,8,"12","34.224566","-118.878924","18","13","13","0","0","0","0","0","1","0","0","0","39","0.7275","21","NULL","NULL"
"San Luis Obispo","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,1,8,"23","35.299513","-120.657311","18","14","16","0","0","0","0","0","0","0","0","0","NULL","0.3461","26","NULL","NULL"
"San Diego","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","1",0,1,6,3,8,"11","32.897056","-117.094398","17","5","9","0","0","0","0","0","0","0","0","0","NULL","0.8","NULL","NULL","NULL"
"Bakersfield","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,1,8,"11","35.350005","-119.104711","18","13","12","0","0","0","0","0","1","0","0","0","NULL","0.6112","NULL","NULL","NULL"
"Turlock","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,1,8,"23","37.52577","-120.852511","18","13","12","0","0","0","0","1","1","0","0","0","NULL","0.7706","NULL","NULL","NULL"
"San Bernardino","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,1,8,"12","34.182622","-117.323801","18","11","15","0","0","0","0","0","1","0","0","0","NULL","0.5713","16","NULL","NULL"
"Pomona","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,1,8,"21","34.057912","-117.821476","18","13","15","0","0","0","0","1","1","0","0","0","NULL","0.5507","20","NULL","NULL"
"Chico","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,1,8,"13","39.729712","-121.844859","18","13","15","0","0","0","0","0","1","0","0","0","NULL","0.6778","19","NULL","NULL"
"Carson","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,1,8,"13","33.864766","-118.255917","18","9","15","0","0","0","0","0","1","0","0","0","NULL","0.5368","NULL","NULL","NULL"
"Fresno","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,1,8,"11","36.811154","-119.744569","17","11","15","0","0","0","0","0","1","0","0","0","NULL","0.5941","16","NULL","NULL"
"Fullerton","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,1,8,"21","33.881506","-117.885446","18","13","15","0","0","0","0","0","1","0","0","0","NULL","0.4572","19","NULL","NULL"
